Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency,Type,Mana Cost,Colors,Color Identity,Oracle Text,Commander Legal,Pauper Legal,CMC,Image URL
Tusk and Whiskers,unf,Unfinity,273,normal,uncommon,2,,4f7d2436-0ba3-4827-ae9a-aa75735ba3ff,0.0,False,False,near_mint,en,USD,Legendary Creature — Elephant Mouse Performer,{3}{G}{W},"G, W","G, W","Whenever you put an ability sticker on a creature, put a +1/+1 counter on that creature.
{2}{G}{W}, {T}: You get {TK}. You may put a sticker on a nonland permanent you own.",legal,not_legal,5.0,https://cards.scryfall.io/normal/front/4/f/4f7d2436-0ba3-4827-ae9a-aa75735ba3ff.jpg?1673916726
Twisted Riddlekeeper,mh3,Modern Horizons 3,14,normal,uncommon,1,,534d7ae4-9c4b-4a5a-a109-7630a07aeb45,0.0,False,False,near_mint,en,USD,Creature — Eldrazi Sphinx,{8},,U,"Emerge {5}{C}{U} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's mana value.)
When you cast this spell, tap up to two target permanents. Put a stun counter on each of them. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Flying",legal,not_legal,8.0,https://cards.scryfall.io/normal/front/5/3/534d7ae4-9c4b-4a5a-a109-7630a07aeb45.jpg?1717011302
Twist Reality,dsk,Duskmourn: House of Horror,77,normal,common,1,,644714dd-7a0b-4d4b-9a61-8f6e505b1d22,0.0,False,False,near_mint,en,USD,Instant,{1}{U}{U},U,U,"Choose one —
• Counter target spell.
• Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",legal,legal,3.0,https://cards.scryfall.io/normal/front/6/4/644714dd-7a0b-4d4b-9a61-8f6e505b1d22.jpg?1726286137
Twist Reality,dsk,Duskmourn: House of Horror,77,normal,common,1,,644714dd-7a0b-4d4b-9a61-8f6e505b1d22,0.0,False,False,near_mint,en,USD,Instant,{1}{U}{U},U,U,"Choose one —
• Counter target spell.
• Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",legal,legal,3.0,https://cards.scryfall.io/normal/front/6/4/644714dd-7a0b-4d4b-9a61-8f6e505b1d22.jpg?1726286137
Two-Handed Axe // Sweeping Cleave,clb,Commander Legends: Battle for Baldur's Gate,203,normal,uncommon,1,,21e34888-f57c-4f5d-bb5c-b82be980d145,0.0,False,False,near_mint,en,USD,Artifact — Equipment // Instant — Adventure,{2}{R} // {1}{R},R,R,,legal,not_legal,3.0,https://cards.scryfall.io/normal/front/2/1/21e34888-f57c-4f5d-bb5c-b82be980d145.jpg?1674136811
Two-Headed Hunter // Twice the Rage,woe,Wilds of Eldraine,155,normal,uncommon,2,,70c12e75-7e65-4706-b976-e47835910928,0.0,False,False,near_mint,en,USD,Creature — Giant // Instant — Adventure,{4}{R} // {1}{R},R,R,,legal,not_legal,5.0,https://cards.scryfall.io/normal/front/7/0/70c12e75-7e65-4706-b976-e47835910928.jpg?1692938593
Tymora's Invoker,clb,Commander Legends: Battle for Baldur's Gate,101,normal,common,2,,af5535db-696f-4c43-a8b9-c8e521b62c9c,0.0,False,False,near_mint,en,USD,Creature — Orc Rogue,{1}{U},U,U,Sleight of Hand — {8}: Draw two cards.,legal,legal,2.0,https://cards.scryfall.io/normal/front/a/f/af5535db-696f-4c43-a8b9-c8e521b62c9c.jpg?1674135849
Tyrant's Scorn,otp,Breaking News,56,normal,uncommon,1,,e61f8b36-6ad2-4295-bd1d-7f9e90b23190,0.0,False,False,near_mint,en,USD,Instant,{U}{B},"B, U","B, U","Choose one —
• Destroy target creature with mana value 3 or less.
• Return target creature to its owner's hand.",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/e/6/e61f8b36-6ad2-4295-bd1d-7f9e90b23190.jpg?1712353627
"Uchbenbak, the Great Mistake",lci,The Lost Caverns of Ixalan,310,normal,uncommon,1,,d30c23d7-8a3b-4162-89dd-5f7895c55625,0.0,False,False,near_mint,en,USD,Legendary Creature — Skeleton Horror,{3}{U}{B},"B, U","B, U","Vigilance, menace
Descend 8 — {4}{U}{B}: Return this card from your graveyard to the battlefield with a finality counter on it. Activate only if there are eight or more permanent cards in your graveyard and only as a sorcery. (If a creature with a finality counter on it would die, exile it instead.)",legal,not_legal,5.0,https://cards.scryfall.io/normal/front/d/3/d30c23d7-8a3b-4162-89dd-5f7895c55625.jpg?1699044790
Uglúk of the White Hand,ltr,The Lord of the Rings: Tales of Middle-earth,686,normal,uncommon,1,,e162b5b2-ebc3-4790-9f19-ac3515a7fc13,0.0,False,False,near_mint,en,USD,Legendary Creature — Orc Soldier,{2}{B}{R},"B, R","B, R","Whenever another creature you control dies, put a +1/+1 counter on Uglúk. If that creature was a Goblin or Orc, put two +1/+1 counters on Uglúk instead.",legal,not_legal,4.0,https://cards.scryfall.io/normal/front/e/1/e162b5b2-ebc3-4790-9f19-ac3515a7fc13.jpg?1695448652
Unauthorized Exit,mkm,Murders at Karlov Manor,74,normal,common,1,,8a458474-d721-46d7-b487-6a47dc063cfd,0.0,False,False,near_mint,en,USD,Instant,{1}{U},U,U,Return target nonland permanent to its owner's hand. Surveil 1. (Look at the top card of your library. You may put it into your graveyard.),legal,legal,2.0,https://cards.scryfall.io/normal/front/8/a/8a458474-d721-46d7-b487-6a47dc063cfd.jpg?1706241660
Undercellar Sweep,clb,Commander Legends: Battle for Baldur's Gate,47,normal,uncommon,1,,f8ca369b-4e04-4c80-923b-1212183419d8,0.0,False,False,near_mint,en,USD,Enchantment,{4}{W},W,W,"When this enchantment enters, you take the initiative.
Whenever you attack, if you or a player you're attacking has the initiative, you create two 1/1 white Soldier creature tokens that are tapped and attacking.",legal,not_legal,5.0,https://cards.scryfall.io/normal/front/f/8/f8ca369b-4e04-4c80-923b-1212183419d8.jpg?1674135310
Undercellar Myconid,clb,Commander Legends: Battle for Baldur's Gate,259,normal,common,1,,786c5b3e-737f-4794-b482-af5f0ee901e5,0.0,False,False,near_mint,en,USD,Creature — Fungus,{2}{G},G,G,"Whenever this creature enters or dies, create a 1/1 green Saproling creature token.
{T}: Add one mana of any color.",legal,legal,3.0,https://cards.scryfall.io/normal/front/7/8/786c5b3e-737f-4794-b482-af5f0ee901e5.jpg?1722161778
Under the Skin,dsk,Duskmourn: House of Horror,203,normal,uncommon,1,,0aaf1ad3-00ad-48ec-a71f-812649d55e14,0.0,False,False,near_mint,en,USD,Sorcery,{2}{G},G,G,"Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)
You may return a permanent card from your graveyard to your hand.",legal,not_legal,3.0,https://cards.scryfall.io/normal/front/0/a/0aaf1ad3-00ad-48ec-a71f-812649d55e14.jpg?1726286622
Under the Skin,dsk,Duskmourn: House of Horror,323,normal,uncommon,1,,9eb34e17-bc12-4a4e-a418-0dbd3e6665a8,0.0,False,False,near_mint,en,USD,Sorcery,{2}{G},G,G,"Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)
You may return a permanent card from your graveyard to your hand.",legal,not_legal,3.0,https://cards.scryfall.io/normal/front/9/e/9eb34e17-bc12-4a4e-a418-0dbd3e6665a8.jpg?1726287089
Underwater Tunnel // Slimy Aquarium,dsk,Duskmourn: House of Horror,79,normal,common,1,,2dd69f2d-8c9c-41fc-93ea-48fc7a6d5272,0.0,False,False,near_mint,en,USD,Enchantment — Room // Enchantment — Room,{U} // {3}{U},U,U,,legal,legal,5.0,https://cards.scryfall.io/normal/front/2/d/2dd69f2d-8c9c-41fc-93ea-48fc7a6d5272.jpg?1726780798
Underwater Tunnel // Slimy Aquarium,dsk,Duskmourn: House of Horror,79,normal,common,2,,2dd69f2d-8c9c-41fc-93ea-48fc7a6d5272,0.0,False,False,near_mint,en,USD,Enchantment — Room // Enchantment — Room,{U} // {3}{U},U,U,,legal,legal,5.0,https://cards.scryfall.io/normal/front/2/d/2dd69f2d-8c9c-41fc-93ea-48fc7a6d5272.jpg?1726780798
Undying Rage,cmr,Commander Legends,205,normal,common,1,,9db7aa92-d86a-4986-a661-f3025ca79d3d,0.0,False,False,near_mint,en,USD,Enchantment — Aura,{2}{R},R,R,"Enchant creature
Enchanted creature gets +2/+2 and can't block.
When this Aura is put into a graveyard from the battlefield, return it to its owner's hand.",legal,legal,3.0,https://cards.scryfall.io/normal/front/9/d/9db7aa92-d86a-4986-a661-f3025ca79d3d.jpg?1608910444
Unexpected Fangs,iko,Ikoria: Lair of Behemoths,102,normal,common,2,,aa6494ad-a35e-4b09-8623-7740f3c20b0b,0.0,False,False,near_mint,en,USD,Instant,{1}{B},B,B,Put a +1/+1 counter and a lifelink counter on target creature.,legal,legal,2.0,https://cards.scryfall.io/normal/front/a/a/aa6494ad-a35e-4b09-8623-7740f3c20b0b.jpg?1591226994
Unexplained Disappearance,grn,Guilds of Ravnica,56,normal,common,1,,9c99b239-50d2-4393-80ec-94dbfaa6ae70,0.0,False,False,near_mint,en,USD,Instant,{1}{U},U,U,"Return target creature to its owner's hand.
Surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",legal,legal,2.0,https://cards.scryfall.io/normal/front/9/c/9c99b239-50d2-4393-80ec-94dbfaa6ae70.jpg?1572892855
Unfathomable Truths,mh3,Modern Horizons 3,77,normal,common,6,,f95b8eb1-4dbb-4bb9-aa31-b7a12e3b4618,0.0,False,False,near_mint,en,USD,Instant,{4}{U},,U,"Devoid (This card has no color.)
Draw three cards and create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this token: Add {C}.""",legal,legal,5.0,https://cards.scryfall.io/normal/front/f/9/f95b8eb1-4dbb-4bb9-aa31-b7a12e3b4618.jpg?1717011831
Unfathomable Truths,mh3,Modern Horizons 3,77,normal,common,3,,f95b8eb1-4dbb-4bb9-aa31-b7a12e3b4618,0.0,False,False,near_mint,en,USD,Instant,{4}{U},,U,"Devoid (This card has no color.)
Draw three cards and create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this token: Add {C}.""",legal,legal,5.0,https://cards.scryfall.io/normal/front/f/9/f95b8eb1-4dbb-4bb9-aa31-b7a12e3b4618.jpg?1717011831
Unfortunate Accident,otj,Outlaws of Thunder Junction,111,normal,uncommon,1,,0c5a25d9-926e-4004-8830-2b2bf7bc0775,0.0,False,False,near_mint,en,USD,Instant,{B},B,B,"Spree (Choose one or more additional costs.)
+ {2}{B} — Destroy target creature.
+ {1} — Create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""",legal,not_legal,1.0,https://cards.scryfall.io/normal/front/0/c/0c5a25d9-926e-4004-8830-2b2bf7bc0775.jpg?1712860615
Unholy Heat,h2r,Modern Horizons 2 Timeshifts,13,normal,common,1,,909bb097-1f7c-4d5b-be83-426d84e382c3,0.0,False,False,near_mint,en,USD,Instant,{R},R,R,"Unholy Heat deals 2 damage to target creature or planeswalker.
Delirium — Unholy Heat deals 6 damage instead if there are four or more card types among cards in your graveyard.",legal,legal,1.0,https://cards.scryfall.io/normal/front/9/0/909bb097-1f7c-4d5b-be83-426d84e382c3.jpg?1716330219
Universal Solvent,clb,Commander Legends: Battle for Baldur's Gate,342,normal,common,1,,e142122f-3a04-436e-a958-dc2224b4fc6d,0.0,False,False,near_mint,en,USD,Artifact,{1},,,"{7}, {T}, Sacrifice this artifact: Destroy target permanent.",legal,legal,1.0,https://cards.scryfall.io/normal/front/e/1/e142122f-3a04-436e-a958-dc2224b4fc6d.jpg?1674138086
Unlucky Drop,lci,The Lost Caverns of Ixalan,82,normal,common,1,,76ebb2df-8891-434e-9cd0-f25b848cb754,0.0,False,False,near_mint,en,USD,Instant,{3}{U},U,U,Target artifact or creature's owner puts it on their choice of the top or bottom of their library.,legal,legal,4.0,https://cards.scryfall.io/normal/front/7/6/76ebb2df-8891-434e-9cd0-f25b848cb754.jpg?1699043981
Unlucky Drop,lci,The Lost Caverns of Ixalan,82,normal,common,1,,76ebb2df-8891-434e-9cd0-f25b848cb754,0.0,False,False,near_mint,en,USD,Instant,{3}{U},U,U,Target artifact or creature's owner puts it on their choice of the top or bottom of their library.,legal,legal,4.0,https://cards.scryfall.io/normal/front/7/6/76ebb2df-8891-434e-9cd0-f25b848cb754.jpg?1699043981
Unnerving Grasp,dsk,Duskmourn: House of Horror,80,normal,uncommon,1,,5602756d-76d2-4502-965f-36fc44596123,0.0,False,False,near_mint,en,USD,Sorcery,{2}{U},U,U,Return up to one target nonland permanent to its owner's hand. Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.),legal,not_legal,3.0,https://cards.scryfall.io/normal/front/5/6/5602756d-76d2-4502-965f-36fc44596123.jpg?1726286150
Unsettling Twins,dsk,Duskmourn: House of Horror,38,normal,common,1,,85da2e65-4e22-48b6-98ad-6969684d69e1,0.0,False,False,near_mint,en,USD,Creature — Human,{3}{W},W,W,"When this creature enters, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",legal,legal,4.0,https://cards.scryfall.io/normal/front/8/5/85da2e65-4e22-48b6-98ad-6969684d69e1.jpg?1726286000
Unscrupulous Agent,mkm,Murders at Karlov Manor,109,normal,common,1,,37692f9a-3825-43aa-aacb-1bb92cb5bd07,0.0,False,False,near_mint,en,USD,Creature — Elf Detective,{1}{B},B,B,"When this creature enters, target opponent exiles a card from their hand.",legal,legal,2.0,https://cards.scryfall.io/normal/front/3/7/37692f9a-3825-43aa-aacb-1bb92cb5bd07.jpg?1706241798
Unscrupulous Contractor,otj,Outlaws of Thunder Junction,112,normal,uncommon,1,,9e56a8df-db04-4a88-a5ab-6954d3449976,0.0,False,False,near_mint,en,USD,Creature — Human Assassin,{2}{B},B,B,"When this creature enters, you may sacrifice a creature. When you do, target player draws two cards and loses 2 life.
Plot {2}{B} (You may pay {2}{B} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",legal,not_legal,3.0,https://cards.scryfall.io/normal/front/9/e/9e56a8df-db04-4a88-a5ab-6954d3449976.jpg?1712355703
Unscrupulous Contractor,otj,Outlaws of Thunder Junction,112,normal,uncommon,1,,9e56a8df-db04-4a88-a5ab-6954d3449976,0.0,False,False,near_mint,en,USD,Creature — Human Assassin,{2}{B},B,B,"When this creature enters, you may sacrifice a creature. When you do, target player draws two cards and loses 2 life.
Plot {2}{B} (You may pay {2}{B} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",legal,not_legal,3.0,https://cards.scryfall.io/normal/front/9/e/9e56a8df-db04-4a88-a5ab-6954d3449976.jpg?1712355703
Unstable Amulet,mh3,Modern Horizons 3,142,normal,uncommon,1,,9d9949f5-8d6c-4ea9-b203-99e8a57a6c60,0.0,False,False,near_mint,en,USD,Artifact,{1}{R},R,R,"When this artifact enters, you get {E}{E} (two energy counters).
Whenever you cast a spell from anywhere other than your hand, this artifact deals 1 damage to each opponent.
{T}, Pay {E}{E}: Exile the top card of your library. You may play it until you exile another card with this artifact.",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/9/d/9d9949f5-8d6c-4ea9-b203-99e8a57a6c60.jpg?1717012359
Unstable Amulet,mh3,Modern Horizons 3,142,normal,uncommon,1,,9d9949f5-8d6c-4ea9-b203-99e8a57a6c60,0.0,False,False,near_mint,en,USD,Artifact,{1}{R},R,R,"When this artifact enters, you get {E}{E} (two energy counters).
Whenever you cast a spell from anywhere other than your hand, this artifact deals 1 damage to each opponent.
{T}, Pay {E}{E}: Exile the top card of your library. You may play it until you exile another card with this artifact.",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/9/d/9d9949f5-8d6c-4ea9-b203-99e8a57a6c60.jpg?1717012359
Unwanted Remake,dsk,Duskmourn: House of Horror,39,normal,uncommon,1,,7b54447f-1daf-4352-b5c3-3c0ec8b8f4d0,0.0,False,False,near_mint,en,USD,Instant,{W},W,W,"Destroy target creature. Its controller manifests dread. (That player looks at the top two cards of their library, then puts one onto the battlefield face down as a 2/2 creature and the other into their graveyard. If it's a creature card, it can be turned face up any time for its mana cost.)",legal,not_legal,1.0,https://cards.scryfall.io/normal/front/7/b/7b54447f-1daf-4352-b5c3-3c0ec8b8f4d0.jpg?1726286001
Utter Insignificance,mh3,Modern Horizons 3,78,normal,common,5,,3050ac06-4c16-4155-a97f-f6bc92709ee4,0.0,False,False,near_mint,en,USD,Enchantment — Aura,{1}{U},U,U,"Flash
Enchant creature
Enchanted creature loses all abilities and has base power and toughness 1/1.
{2}{C}: Exile enchanted creature.",legal,legal,2.0,https://cards.scryfall.io/normal/front/3/0/3050ac06-4c16-4155-a97f-f6bc92709ee4.jpg?1717011839
"Valduk, Keeper of the Flame",mul,Multiverse Legends,89,normal,uncommon,1,,0952da7a-0f53-44c3-b379-18a89e41b836,0.0,False,False,near_mint,en,USD,Legendary Creature — Human Shaman,{2}{R},R,R,"At the beginning of combat on your turn, for each Aura and Equipment attached to Valduk, create a 3/1 red Elemental creature token with trample and haste. Exile those tokens at the beginning of the next end step.",legal,not_legal,3.0,https://cards.scryfall.io/normal/front/0/9/0952da7a-0f53-44c3-b379-18a89e41b836.jpg?1682201304
Vanish from Sight,dsk,Duskmourn: House of Horror,82,normal,common,1,,5254988b-3113-42f7-b751-517ffb3b40f0,0.0,False,False,near_mint,en,USD,Instant,{3}{U},U,U,Target nonland permanent's owner puts it on their choice of the top or bottom of their library. Surveil 1. (Look at the top card of your library. You may put it into your graveyard.),legal,legal,4.0,https://cards.scryfall.io/normal/front/5/2/5254988b-3113-42f7-b751-517ffb3b40f0.jpg?1727205055
Vanish from Sight,dsk,Duskmourn: House of Horror,82,normal,common,2,,5254988b-3113-42f7-b751-517ffb3b40f0,0.0,False,False,near_mint,en,USD,Instant,{3}{U},U,U,Target nonland permanent's owner puts it on their choice of the top or bottom of their library. Surveil 1. (Look at the top card of your library. You may put it into your graveyard.),legal,legal,4.0,https://cards.scryfall.io/normal/front/5/2/5254988b-3113-42f7-b751-517ffb3b40f0.jpg?1727205055
Veiled Serpent,dmr,Dominaria Remastered,72,normal,common,1,,d1964316-82c7-4ee1-a7cc-d969c6254ace,0.0,False,False,near_mint,en,USD,Enchantment,{2}{U},U,U,"When an opponent casts a spell, if this permanent is an enchantment, it becomes a 4/4 Serpent creature with ""This creature can't attack unless defending player controls an Island.""
Cycling {2} ({2}, Discard this card: Draw a card.)",legal,legal,3.0,https://cards.scryfall.io/normal/front/d/1/d1964316-82c7-4ee1-a7cc-d969c6254ace.jpg?1675199494
Vengeful Townsfolk,otj,Outlaws of Thunder Junction,37,normal,common,1,,2df404af-571a-4867-83f5-bb4163b433ff,0.0,False,False,near_mint,en,USD,Creature — Human Citizen,{2}{W},W,W,"Whenever one or more other creatures you control die, put a +1/+1 counter on this creature.",legal,legal,3.0,https://cards.scryfall.io/normal/front/2/d/2df404af-571a-4867-83f5-bb4163b433ff.jpg?1712355378
Venom Connoisseur,snc,Streets of New Capenna,161,normal,uncommon,1,,04897d8c-ee05-45eb-80f7-76487dbcc449,0.0,False,False,near_mint,en,USD,Creature — Human Druid,{1}{G},G,G,"Alliance — Whenever another creature you control enters, this creature gains deathtouch until end of turn. If this is the second time this ability has resolved this turn, all creatures you control gain deathtouch until end of turn.",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/0/4/04897d8c-ee05-45eb-80f7-76487dbcc449.jpg?1664412553
Veteran Guardmouse,blb,Bloomburrow,237,normal,common,1,,3db43c46-b616-4ef8-80ed-0fab345ab3d0,0.0,False,False,near_mint,en,USD,Creature — Mouse Soldier,{3}{R/W},"R, W","R, W","Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, it gets +1/+0 and gains first strike until end of turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)",legal,legal,4.0,https://cards.scryfall.io/normal/front/3/d/3db43c46-b616-4ef8-80ed-0fab345ab3d0.jpg?1721427216
Veteran Motorist,plst,The List,KLD-188,normal,uncommon,1,,57b186a3-3e61-4631-a335-44cc5a275537,0.0,False,False,near_mint,en,USD,Creature — Dwarf Pilot,{R}{W},"R, W","R, W","When this creature enters, scry 2.
Whenever this creature crews a Vehicle, that Vehicle gets +1/+1 until end of turn.",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/5/7/57b186a3-3e61-4631-a335-44cc5a275537.jpg?1643940478
Veteran Soldier,clb,Commander Legends: Battle for Baldur's Gate,48,normal,uncommon,1,,3f4f074e-914e-4924-8b5e-b80b247bc341,0.0,False,False,near_mint,en,USD,Legendary Enchantment — Background,{1}{W},W,W,"Commander creatures you own have ""Whenever this creature attacks a player, if no opponent has more life than that player, for each opponent, create a 1/1 white Soldier creature token that's tapped and attacking that opponent.""",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/3/f/3f4f074e-914e-4924-8b5e-b80b247bc341.jpg?1674135321
"Vial Smasher, Gleeful Grenadier",otj,Outlaws of Thunder Junction,235,normal,uncommon,1,,3afce4e6-ac59-4fba-b63a-8fed96bbdc4a,0.0,False,False,near_mint,en,USD,Legendary Creature — Goblin Mercenary,{B}{R},"B, R","B, R","Whenever another outlaw you control enters, Vial Smasher deals 1 damage to target opponent. (Assassins, Mercenaries, Pirates, Rogues, and Warlocks are outlaws.)",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/3/a/3afce4e6-ac59-4fba-b63a-8fed96bbdc4a.jpg?1712356228
"Vial Smasher, Gleeful Grenadier",otj,Outlaws of Thunder Junction,235,normal,uncommon,2,,3afce4e6-ac59-4fba-b63a-8fed96bbdc4a,0.0,False,False,near_mint,en,USD,Legendary Creature — Goblin Mercenary,{B}{R},"B, R","B, R","Whenever another outlaw you control enters, Vial Smasher deals 1 damage to target opponent. (Assassins, Mercenaries, Pirates, Rogues, and Warlocks are outlaws.)",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/3/a/3afce4e6-ac59-4fba-b63a-8fed96bbdc4a.jpg?1712356228
Vicious Clown,dsk,Duskmourn: House of Horror,163,normal,common,1,,12649f73-9d29-4eed-bc89-cc0d1a8969e3,0.0,False,False,near_mint,en,USD,Creature — Human Clown,{2}{R},R,R,"Whenever another creature you control with power 2 or less enters, this creature gets +2/+0 until end of turn.",legal,legal,3.0,https://cards.scryfall.io/normal/front/1/2/12649f73-9d29-4eed-bc89-cc0d1a8969e3.jpg?1726286464
"Viconia, Drow Apostate",clb,Commander Legends: Battle for Baldur's Gate,156,normal,uncommon,1,,f631762a-e833-40a5-a6e9-b6cde38f62f0,0.0,False,False,near_mint,en,USD,Legendary Creature — Elf Cleric,{2}{B},B,B,"At the beginning of your upkeep, if there are four or more creature cards in your graveyard, return a creature card at random from your graveyard to your hand.
Choose a Background (You can have a Background as a second commander.)",legal,not_legal,3.0,https://cards.scryfall.io/normal/front/f/6/f631762a-e833-40a5-a6e9-b6cde38f62f0.jpg?1674136381
Victimize,mh3,Modern Horizons 3,278,normal,uncommon,2,,83379f7f-3766-43f5-bd5e-e11ef9070ddb,0.0,False,False,near_mint,en,USD,Sorcery,{2}{B},B,B,"Choose two target creature cards in your graveyard. Sacrifice a creature. If you do, return the chosen cards to the battlefield tapped.",legal,not_legal,3.0,https://cards.scryfall.io/normal/front/8/3/83379f7f-3766-43f5-bd5e-e11ef9070ddb.jpg?1717013655
Vinereap Mentor,blb,Bloomburrow,238,normal,uncommon,1,,29b615ba-45c4-42a1-8525-1535f0b55300,0.0,False,False,near_mint,en,USD,Creature — Squirrel Druid,{B}{G},"B, G","B, G","When this creature enters or dies, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/2/9/29b615ba-45c4-42a1-8525-1535f0b55300.jpg?1721427225
Violent Urge,dsk,Duskmourn: House of Horror,164,normal,uncommon,1,,a47c968b-1edd-45ac-a67c-311647e7e2fc,0.0,False,False,near_mint,en,USD,Instant,{R},R,R,"Target creature gets +1/+0 and gains first strike until end of turn.
Delirium — If there are four or more card types among cards in your graveyard, that creature gains double strike until end of turn.",legal,not_legal,1.0,https://cards.scryfall.io/normal/front/a/4/a47c968b-1edd-45ac-a67c-311647e7e2fc.jpg?1726286465
Visage Bandit,otj,Outlaws of Thunder Junction,76,normal,uncommon,1,,685ec4c6-3332-498f-8b56-d7ad8fc5230c,0.0,False,False,near_mint,en,USD,Creature — Shapeshifter Rogue,{3}{U},U,U,"You may have this creature enter as a copy of a creature you control, except it's a Shapeshifter Rogue in addition to its other types.
Plot {2}{U} (You may pay {2}{U} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",legal,not_legal,4.0,https://cards.scryfall.io/normal/front/6/8/685ec4c6-3332-498f-8b56-d7ad8fc5230c.jpg?1712355536
Vito's Inquisitor,lci,The Lost Caverns of Ixalan,130,normal,common,1,,9030048a-b866-4a89-8d4a-aa55411463e4,0.0,False,False,near_mint,en,USD,Creature — Vampire Knight,{3}{B},B,B,"{B}, Sacrifice another creature or artifact: Put a +1/+1 counter on this creature. It gains menace until end of turn.",legal,legal,4.0,https://cards.scryfall.io/normal/front/9/0/9030048a-b866-4a89-8d4a-aa55411463e4.jpg?1699044215
Vivien's Grizzly,war,War of the Spark,182,normal,common,1,,37f2571b-6756-462c-9e71-3121fa458160,0.0,False,False,near_mint,en,USD,Creature — Bear Spirit,{2}{G},G,G,"{3}{G}: Look at the top card of your library. If it's a creature or planeswalker card, you may reveal it and put it into your hand. If you don't put the card into your hand, put it on the bottom of your library.",legal,legal,3.0,https://cards.scryfall.io/normal/front/3/7/37f2571b-6756-462c-9e71-3121fa458160.jpg?1557577044
Voidpouncer,mh3,Modern Horizons 3,143,normal,common,5,,1f9b8532-4f1a-4653-9cbb-befba8169e5a,0.0,False,False,near_mint,en,USD,Creature — Eldrazi,{1}{R},,R,"Devoid (This card has no color.)
Kicker {2}{C} (You may pay an additional {2}{C} as you cast this spell.)
If this creature was kicked, it enters with two +1/+1 counters and a trample counter on it and with haste.",legal,legal,2.0,https://cards.scryfall.io/normal/front/1/f/1f9b8532-4f1a-4653-9cbb-befba8169e5a.jpg?1717012367
Voidpouncer,mh3,Modern Horizons 3,143,normal,common,2,,1f9b8532-4f1a-4653-9cbb-befba8169e5a,0.0,False,False,near_mint,en,USD,Creature — Eldrazi,{1}{R},,R,"Devoid (This card has no color.)
Kicker {2}{C} (You may pay an additional {2}{C} as you cast this spell.)
If this creature was kicked, it enters with two +1/+1 counters and a trample counter on it and with haste.",legal,legal,2.0,https://cards.scryfall.io/normal/front/1/f/1f9b8532-4f1a-4653-9cbb-befba8169e5a.jpg?1717012367
Volatile Wanderglyph,lci,The Lost Caverns of Ixalan,172,normal,common,2,,2101921a-d26f-4a00-a0db-1b418f2e6b01,0.0,False,False,near_mint,en,USD,Artifact Creature — Golem,{1}{R},R,R,"Whenever this creature becomes tapped, you may discard a card. If you do, draw a card.",legal,legal,2.0,https://cards.scryfall.io/normal/front/2/1/2101921a-d26f-4a00-a0db-1b418f2e6b01.jpg?1699044357
