Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency,type_line,mana_cost,colors,color_identity,oracle_text,legal_commander,legal_pauper
Razorgrass Ambush // Razorgrass Field,MH3,Modern Horizons 3,238,normal,uncommon,3,94454,57065dca-f90e-4184-bbc4-95d726a4160b,0.23,False,False,near_mint,en,USD,Instant // Land,,,W,,legal,not_legal
Razorkin Hordecaller,DSK,Duskmourn: House of Horror,152,foil,uncommon,2,98945,f7fb0f11-d1d0-4941-a1a7-a2db88f30394,0.03,False,False,near_mint,en,USD,Creature — Human Clown Berserker,{4}{R},R,R,"Haste
Whenever you attack, create a 1/1 red Gremlin creature token.",legal,not_legal
Razzle-Dazzler,OTJ,Outlaws of Thunder Junction,63,normal,common,1,93430,f7d08008-9272-405e-82ef-566e6d42bb17,0.04,False,False,near_mint,en,USD,Creature — Human Wizard,{1}{U},U,U,"Whenever you cast your second spell each turn, put a +1/+1 counter on this creature. It can't be blocked this turn.",legal,legal
Razzle-Dazzler,OTJ,Outlaws of Thunder Junction,63,foil,common,1,93430,f7d08008-9272-405e-82ef-566e6d42bb17,0.08,False,False,near_mint,en,USD,Creature — Human Wizard,{1}{U},U,U,"Whenever you cast your second spell each turn, put a +1/+1 counter on this creature. It can't be blocked this turn.",legal,legal
Reassembling Skeleton,PLST,The List,M19-116,normal,uncommon,1,48606,bd1acdf4-2fc1-4675-96d8-19704b7a01ea,0.2,False,False,near_mint,en,USD,Creature — Skeleton Warrior,{1}{B},B,B,{1}{B}: Return this card from your graveyard to the battlefield tapped.,legal,not_legal
Rebel Salvo,ONE,Phyrexia: All Will Be One,144,foil,uncommon,1,78856,cd37d1b1-70ce-466e-890d-36be82433035,0.2,False,False,near_mint,en,USD,Instant,{2}{R},R,R,"Affinity for Equipment (This spell costs {1} less to cast for each Equipment you control.)
Rebel Salvo deals 5 damage to target creature or planeswalker. That permanent loses indestructible until end of turn.",legal,not_legal
Reckless Detective,MKM,Murders at Karlov Manor,141,normal,uncommon,1,90682,18da1a1d-e6ba-47e5-a545-0bacd427b782,0.02,False,False,near_mint,en,USD,Creature — Devil Detective,{1}{R},R,R,"Whenever this creature attacks, you may sacrifice an artifact or discard a card. If you do, draw a card and this creature gets +2/+0 until end of turn.",legal,not_legal
Reckless Lackey,OTJ,Outlaws of Thunder Junction,140,normal,common,1,93262,912fcd14-5e81-418c-997b-771f2f38f63d,0.13,False,False,near_mint,en,USD,Creature — Goblin Pirate,{R},R,R,"First strike, haste
{2}{R}, Sacrifice this creature: Draw a card and create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",legal,legal
Reckless Pyrosurfer,MH3,Modern Horizons 3,133,normal,uncommon,3,94395,2d1bb8ac-7125-4537-b2da-e23a8c28df79,0.05,False,False,near_mint,en,USD,Creature — Human Scout,{1}{R},R,R,"Haste
Landfall — Whenever a land you control enters, this creature gains battle cry until end of turn. (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn. Each instance of battle cry triggers separately.)",legal,not_legal
Reckless Pyrosurfer,MH3,Modern Horizons 3,133,foil,uncommon,1,94395,2d1bb8ac-7125-4537-b2da-e23a8c28df79,0.07,False,False,near_mint,en,USD,Creature — Human Scout,{1}{R},R,R,"Haste
Landfall — Whenever a land you control enters, this creature gains battle cry until end of turn. (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn. Each instance of battle cry triggers separately.)",legal,not_legal
Redtooth Vanguard,WOE,Wilds of Eldraine,180,normal,uncommon,1,85400,55271960-b9bd-4bea-93ca-3321bf30be78,0.03,False,False,near_mint,en,USD,Creature — Elf Warrior,{1}{G},G,G,"Trample
Whenever an enchantment you control enters, you may pay {2}. If you do, return this card from your graveyard to your hand.",legal,not_legal
Reef Pirates,HML,Homelands,36a,normal,common,1,39256,5b742d75-860d-4b90-89cb-4292f18aed39,0.12,False,False,near_mint,en,USD,Creature — Zombie Pirate,{1}{U}{U},U,U,"Whenever this creature deals damage to an opponent, that player mills a card.",legal,legal
Reef Worm,MH3,Modern Horizons 3,271,normal,uncommon,3,94378,25576181-a5a4-4baf-a2b4-fbfe13fb9df6,0.08,False,False,near_mint,en,USD,Creature — Worm,{3}{U},U,U,"When this creature dies, create a 3/3 blue Fish creature token with ""When this token dies, create a 6/6 blue Whale creature token with 'When this token dies, create a 9/9 blue Kraken creature token.'""",legal,not_legal
Reef Worm,MH3,Modern Horizons 3,271,foil,uncommon,1,94378,25576181-a5a4-4baf-a2b4-fbfe13fb9df6,0.21,False,False,near_mint,en,USD,Creature — Worm,{3}{U},U,U,"When this creature dies, create a 3/3 blue Fish creature token with ""When this token dies, create a 6/6 blue Whale creature token with 'When this token dies, create a 9/9 blue Kraken creature token.'""",legal,not_legal
Refurbished Familiar,MH3,Modern Horizons 3,105,normal,common,5,94881,b338e078-629c-4cac-bd1d-e1f0a132728d,0.21,False,False,near_mint,en,USD,Artifact Creature — Zombie Rat,{3}{B},B,B,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
Flying
When this creature enters, each opponent discards a card. For each opponent who can't, you draw a card.",legal,legal
Regal Leosaur,IKO,Ikoria: Lair of Behemoths,305,normal,uncommon,1,49772,cdb8801b-6cfd-4ada-b6cc-bac09117f4d5,0.1,False,False,near_mint,en,USD,Creature — Dinosaur Cat,{R}{W},"R, W","R, W","Mutate {1}{R/W}{R/W} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Whenever this creature mutates, other creatures you control get +2/+1 until end of turn.",legal,not_legal
Reiterating Bolt,MH3,Modern Horizons 3,134,normal,uncommon,2,94446,51f57902-85d1-4c40-b79c-6cffafb4557a,0.05,False,False,near_mint,en,USD,Sorcery,{1}{R},R,R,"Replicate—Pay {E}{E}{E}. (When you cast this spell, copy it for each time you paid its replicate cost. You may choose new targets for the copies.)
Reiterating Bolt deals 3 damage to target creature or planeswalker.",legal,not_legal
Reject,STX,Strixhaven: School of Mages,50,normal,common,1,58338,d77f0731-fb40-4dc2-8530-afcb5ce1f27f,0.08,False,False,near_mint,en,USD,Instant,{1}{U},U,U,"Counter target creature or planeswalker spell unless its controller pays {3}. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",legal,legal
Relentless Advance,WAR,War of the Spark,64,normal,common,1,44340,4258e242-91c6-4b30-86ec-7759705aa97c,0.03,False,False,near_mint,en,USD,Sorcery,{3}{U},U,U,"Amass Zombies 3. (Put three +1/+1 counters on an Army you control. It's also a Zombie. If you don't control an Army, create a 0/0 black Zombie Army creature token first.)",legal,legal
Relentless Rohirrim,LTR,The Lord of the Rings: Tales of Middle-earth,595,foil,common,1,86846,f8fd28f0-071f-4c38-9147-d9e4204ed5bd,0.17,False,False,near_mint,en,USD,Creature — Human Knight,{3}{R},R,R,"When this creature enters, the Ring tempts you.",legal,legal
Relic Crush,PLST,The List,CM2-142,normal,common,1,48044,25cba2ac-e210-4c93-9d5d-6c0dbdad5941,0.06,False,False,near_mint,en,USD,Instant,{4}{G},G,G,Destroy target artifact or enchantment and up to one other target artifact or enchantment.,legal,legal
Relic's Roar,LCI,The Lost Caverns of Ixalan,71,normal,common,1,88398,35096eb3-ad7b-4b6e-b799-cb4cc447883e,0.03,False,False,near_mint,en,USD,Instant,{U},U,U,"Until end of turn, target artifact or creature becomes a Dinosaur artifact creature with base power and toughness 4/3 in addition to its other types.",legal,legal
"Renari, Merchant of Marvels",CLB,Commander Legends: Battle for Baldur's Gate,386,foil,uncommon,1,68952,33ff38ea-53e4-49e3-bf54-233100107fee,0.14,False,False,near_mint,en,USD,Legendary Creature — Dragon Artificer,{3}{U},U,U,"You may cast Dragon spells and artifact spells as though they had flash.
Choose a Background (You can have a Background as a second commander.)",legal,not_legal
"Renari, Merchant of Marvels",CLB,Commander Legends: Battle for Baldur's Gate,90,normal,uncommon,1,68893,1c044363-d661-4703-841c-8279fa4aa5e5,0.13,False,False,near_mint,en,USD,Legendary Creature — Dragon Artificer,{3}{U},U,U,"You may cast Dragon spells and artifact spells as though they had flash.
Choose a Background (You can have a Background as a second commander.)",legal,not_legal
Repeat Offender,MKM,Murders at Karlov Manor,101,foil,common,1,90651,0c2ca1e7-e0de-4d29-a81b-62185ccd295f,0.03,False,False,near_mint,en,USD,Creature — Human Assassin,{1}{B},B,B,"{2}{B}: If this creature is suspected, put a +1/+1 counter on it. Otherwise, suspect it. (A suspected creature has menace and can't block.)",legal,legal
Repulse,OTP,Breaking News,13,foil,uncommon,1,93246,88941ed3-1cae-47ce-8ccb-938c5d0e767f,0.11,False,False,near_mint,en,USD,Instant,{2}{U},U,U,"Return target creature to its owner's hand.
Draw a card.",legal,legal
Resilient Roadrunner,OTJ,Outlaws of Thunder Junction,141,normal,uncommon,1,93383,e07d3ee9-d3c4-4f07-839e-ec81c2587ae0,0.07,False,False,near_mint,en,USD,Creature — Bird,{1}{R},R,R,"Haste, protection from Coyotes
{3}: This creature can't be blocked this turn except by creatures with haste.",legal,not_legal
Resilient Roadrunner,OTJ,Outlaws of Thunder Junction,141,foil,uncommon,1,93383,e07d3ee9-d3c4-4f07-839e-ec81c2587ae0,0.09,False,False,near_mint,en,USD,Creature — Bird,{1}{R},R,R,"Haste, protection from Coyotes
{3}: This creature can't be blocked this turn except by creatures with haste.",legal,not_legal
Resolute Reinforcements,FDN,Foundations,145,normal,uncommon,1,100841,940f3989-77cc-49a9-92e0-095a75d80f0f,0.09,False,False,near_mint,en,USD,Creature — Human Soldier,{1}{W},W,W,"Flash (You may cast this spell any time you could cast an instant.)
When this creature enters, create a 1/1 white Soldier creature token.",legal,not_legal
Resolute Veggiesaur,UNF,Unfinity,153,foil,uncommon,2,73190,8b95cc18-128e-45ca-9255-49b15307f271,0.12,False,False,near_mint,en,USD,Creature — Dinosaur Employee,{2}{G},G,G,"Trample
Whenever you roll your third die each turn, put a +1/+1 counter on this creature.",legal,not_legal
Retrofitted Transmogrant,MH3,Modern Horizons 3,106,foil,common,1,94839,12c1b83d-710b-4680-855a-02ba1f72abf0,0.08,False,False,near_mint,en,USD,Artifact Creature — Zombie,{B},B,B,{3}{B}: Return this card from your graveyard to the battlefield tapped with two +1/+1 counters on it.,legal,legal
Retrofitted Transmogrant,MH3,Modern Horizons 3,106,normal,common,4,94839,12c1b83d-710b-4680-855a-02ba1f72abf0,0.04,False,False,near_mint,en,USD,Artifact Creature — Zombie,{B},B,B,{3}{B}: Return this card from your graveyard to the battlefield tapped with two +1/+1 counters on it.,legal,legal
Return to Nature,WAR,War of the Spark,175,normal,common,1,44229,085e3129-591b-46ec-ac8b-cff428927c01,0.13,False,False,near_mint,en,USD,Instant,{1}{G},G,G,"Choose one —
• Destroy target artifact.
• Destroy target enchantment.
• Exile target card from a graveyard.",legal,legal
Return to Nature,MID,Innistrad: Midnight Hunt,195,normal,common,1,63294,6e25c252-4177-4193-914c-b6933d9c0d7d,0.2,False,False,near_mint,en,USD,Instant,{1}{G},G,G,"Choose one —
• Destroy target artifact.
• Destroy target enchantment.
• Exile target card from a graveyard.",legal,legal
Return Triumphant,WOE,Wilds of Eldraine,26,normal,common,1,85836,f5209c13-9591-48eb-8d6c-112b3bdd429a,0.04,False,False,near_mint,en,USD,Sorcery,{1}{W},W,W,"Return target creature card with mana value 3 or less from your graveyard to the battlefield. Create a Young Hero Role token attached to it. (Enchanted creature has ""Whenever this creature attacks, if its toughness is 3 or less, put a +1/+1 counter on it."" If you put another Role on the creature later, put this one into the graveyard.)",legal,legal
Return Upon the Tide,KHM,Kaldheim,106,normal,uncommon,1,56854,470601b0-9598-487f-bb14-4bfec7ca6d61,0.09,False,False,near_mint,en,USD,Sorcery,{4}{B},B,B,"Return target creature card from your graveyard to the battlefield. If it's an Elf, create two 1/1 green Elf Warrior creature tokens.
Foretell {3}{B} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",legal,not_legal
Revitalize,STA,Strixhaven Mystical Archive,9,normal,uncommon,1,58403,f8da7312-91e8-4f8d-84ef-6888360b3718,0.14,False,False,near_mint,en,USD,Instant,{1}{W},W,W,"You gain 3 life.
Draw a card.",legal,legal
Revitalizing Repast // Old-Growth Grove,MH3,Modern Horizons 3,256,normal,uncommon,2,94324,03522b6b-31ec-4126-8885-5dbb2248688b,0.89,False,False,near_mint,en,USD,Instant // Land,,,"B, G",,legal,not_legal
Rhizome Lurcher,GRN,Guilds of Ravnica,196,normal,common,2,287,db9ce92b-79cc-4e26-b511-30ae8ea6a2a1,0.06,False,False,near_mint,en,USD,Creature — Fungus Zombie,{2}{B}{G},"B, G","B, G",Undergrowth — This creature enters with a number of +1/+1 counters on it equal to the number of creature cards in your graveyard.,legal,legal
Rictus Robber,OTJ,Outlaws of Thunder Junction,102,foil,uncommon,1,93090,252def94-2d89-48f7-8ff7-9c8682ca3ec6,0.07,False,False,near_mint,en,USD,Creature — Zombie Rogue,{3}{B},B,B,"When this creature enters, if a creature died this turn, create a 2/2 blue and black Zombie Rogue creature token.
Plot {2}{B} (You may pay {2}{B} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",legal,not_legal
Riddle Gate Gargoyle,MH3,Modern Horizons 3,201,normal,common,7,94854,4e72a934-12e0-4e56-af67-566c2d5b01c1,0.01,False,False,near_mint,en,USD,Artifact Creature — Gargoyle,{W}{U},"U, W","U, W","Flying
When this creature enters, you get {E}{E}{E} (three energy counters).
Whenever you attack, you may pay {E}{E}. When you do, target creature you control gains lifelink until end of turn.",legal,legal
Riddle Gate Gargoyle,MH3,Modern Horizons 3,201,foil,common,1,94854,4e72a934-12e0-4e56-af67-566c2d5b01c1,0.09,False,False,near_mint,en,USD,Artifact Creature — Gargoyle,{W}{U},"U, W","U, W","Flying
When this creature enters, you get {E}{E}{E} (three energy counters).
Whenever you attack, you may pay {E}{E}. When you do, target creature you control gains lifelink until end of turn.",legal,legal
Ride Guide,UNF,Unfinity,24,foil,common,1,73075,3541f80d-f4f2-4a2a-8e17-1d6835e24469,0.14,False,False,near_mint,en,USD,Creature — Human Employee,{4}{W},W,W,"When this creature enters, open an Attraction. (Put the top card of your Attraction deck onto the battlefield.)",legal,banned
Riftburst Hellion,MKM,Murders at Karlov Manor,228,normal,common,1,91081,9fae9044-a859-434d-8dc6-4f9d455ca5e1,0.03,False,False,near_mint,en,USD,Creature — Hellion,{5}{R}{G},"G, R","G, R","Reach
Disguise {4}{R/G}{R/G} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)",legal,legal
"Rilsa Rael, Kingpin",CLB,Commander Legends: Battle for Baldur's Gate,293,normal,uncommon,1,69023,54484439-6f8a-47f1-8d62-4689af7f00c2,0.09,False,False,near_mint,en,USD,Legendary Creature — Human Rogue,{3}{U}{B},"B, U","B, U","Deathtouch
When Rilsa Rael enters, you take the initiative.
Whenever you attack, target attacking creature gains deathtouch until end of turn. If you've completed a dungeon, that creature also gets +5/+0 and gains first strike and menace until end of turn.",legal,not_legal
Ripchain Razorkin,DSK,Duskmourn: House of Horror,154,normal,common,2,99402,effad662-3309-434c-addc-4394db1f359c,0.01,False,False,near_mint,en,USD,Creature — Human Berserker,{3}{R},R,R,"Reach
{2}{R}, Sacrifice a land: Draw a card.",legal,legal
Ripchain Razorkin,DSK,Duskmourn: House of Horror,154,foil,common,3,99402,effad662-3309-434c-addc-4394db1f359c,0.02,False,False,near_mint,en,USD,Creature — Human Berserker,{3}{R},R,R,"Reach
{2}{R}, Sacrifice a land: Draw a card.",legal,legal
Rise of the Varmints,OTJ,Outlaws of Thunder Junction,179,foil,uncommon,2,93423,f4e879d8-a058-48e8-9733-f58b1e0da4b9,0.08,False,False,near_mint,en,USD,Sorcery,{3}{G},G,G,"Create X 2/1 green Varmint creature tokens, where X is the number of creature cards in your graveyard.
Plot {2}{G} (You may pay {2}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",legal,not_legal
Rise of the Varmints,OTJ,Outlaws of Thunder Junction,179,normal,uncommon,4,93423,f4e879d8-a058-48e8-9733-f58b1e0da4b9,0.08,False,False,near_mint,en,USD,Sorcery,{3}{G},G,G,"Create X 2/1 green Varmint creature tokens, where X is the number of creature cards in your graveyard.
Plot {2}{G} (You may pay {2}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",legal,not_legal
Rite of the Moth,DSK,Duskmourn: House of Horror,229,foil,uncommon,1,98770,0e79123f-accd-4193-8c72-b750e0d6f3fa,0.11,False,False,near_mint,en,USD,Sorcery,{1}{W}{B}{B},"B, W","B, W","Return target creature card from your graveyard to the battlefield with a finality counter on it. (If a creature with a finality counter on it would die, exile it instead.)
Flashback {3}{W}{W}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",legal,not_legal
Riveteers Charm,SNC,Streets of New Capenna,331,normal,uncommon,1,67708,3ca0eb05-95d2-4eba-a3de-0e08739459a3,0.06,False,False,near_mint,en,USD,Instant,{B}{R}{G},"B, G, R","B, G, R","Choose one —
• Target opponent sacrifices a creature or planeswalker they control with the greatest mana value among creatures and planeswalkers they control.
• Exile the top three cards of your library. Until your next end step, you may play those cards.
• Exile target player's graveyard.",legal,not_legal
Riveteers Decoy,SNC,Streets of New Capenna,156,normal,uncommon,1,67670,2d21701b-6a99-4e1c-82b2-0219f170b09f,0.03,False,False,near_mint,en,USD,Creature — Human Warrior,{1}{G},G,G,"This creature must be blocked if able.
Blitz {3}{G} (If you cast this spell for its blitz cost, it gains haste and ""When this creature dies, draw a card."" Sacrifice it at the beginning of the next end step.)",legal,not_legal
_____ _____ Rocketship,UNF,Unfinity,191,foil,uncommon,1,72847,97957307-f8ec-412f-a720-9b03b93fac56,0.04,False,False,near_mint,en,USD,Artifact — Vehicle,{4},,,"Flying
When this Vehicle enters, you may put up to two name stickers on it.
Whenever this Vehicle attacks, choose a letter. This Vehicle gets +1/+1 until end of turn for each name sticker on it that begins with the chosen letter.
Crew 2",legal,not_legal
Rock Star,UNF,Unfinity,122,foil,common,1,72778,66425c96-9fa9-4ba5-8198-619ae4632ed6,0.07,False,False,near_mint,en,USD,Creature — Elemental Performer,{4}{R},R,R,"Reach
When this creature enters, you may discard a card. If you do, reveal the top five cards of your library. Ask a person outside the game to choose which of them is most like a rock band. Put that card into your hand and the rest on the bottom of your library in a random order.",not_legal,not_legal
Rodeo Pyromancers,OTJ,Outlaws of Thunder Junction,143,normal,common,1,93381,df877a29-06e1-474d-8600-410bbec674ae,0.06,False,False,near_mint,en,USD,Creature — Human Mercenary,{3}{R},R,R,"Whenever you cast your first spell each turn, add {R}{R}.",legal,legal
Rodeo Pyromancers,OTJ,Outlaws of Thunder Junction,143,foil,common,1,93381,df877a29-06e1-474d-8600-410bbec674ae,0.15,False,False,near_mint,en,USD,Creature — Human Mercenary,{3}{R},R,R,"Whenever you cast your first spell each turn, add {R}{R}.",legal,legal
Roil Cartographer,MH3,Modern Horizons 3,67,foil,uncommon,2,94522,84317f9d-5a24-4f74-9c3e-0a8b5c15bb5f,0.29,False,False,near_mint,en,USD,Creature — Merfolk Rogue,{1}{U},U,U,"Landfall — Whenever a land you control enters, you get {E} (an energy counter).
{T}, Pay six {E}: Draw three cards.",legal,not_legal
Roil Cartographer,MH3,Modern Horizons 3,67,normal,uncommon,1,94522,84317f9d-5a24-4f74-9c3e-0a8b5c15bb5f,0.06,False,False,near_mint,en,USD,Creature — Merfolk Rogue,{1}{U},U,U,"Landfall — Whenever a land you control enters, you get {E} (an energy counter).
{T}, Pay six {E}: Draw three cards.",legal,not_legal
Rootrider Faun,WOE,Wilds of Eldraine,182,normal,common,1,85388,4e87db5a-1a70-42df-83a2-c0f71fe8533a,0.04,False,False,near_mint,en,USD,Creature — Satyr Scout,{1}{G},G,G,"{T}: Add {G}.
{1}, {T}: Add one mana of any color.",legal,legal
Rootwise Survivor,DSK,Duskmourn: House of Horror,196,normal,uncommon,1,98926,d843c242-088f-4131-9e52-7ee2d0db5e20,0.02,False,False,near_mint,en,USD,Creature — Human Survivor,{3}{G}{G},G,G,"Haste
Survival — At the beginning of your second main phase, if this creature is tapped, put three +1/+1 counters on up to one target land you control. That land becomes a 0/0 Elemental creature in addition to its other types. It gains haste until your next turn.",legal,not_legal
Rope,MKM,Murders at Karlov Manor,173,normal,uncommon,1,90931,6881946c-5036-4d9f-926f-932c9a592aff,0.15,False,False,near_mint,en,USD,Artifact — Clue Equipment,{G},G,G,"Equipped creature gets +1/+2, has reach, and can't be blocked by more than one creature.
{2}, Sacrifice this Equipment: Draw a card.
Equip {3}",legal,not_legal
Rosecot Knight,MH3,Modern Horizons 3,42,normal,common,6,94874,9ae7df20-1ccf-459b-b81c-ab8763c77ccf,0.02,False,False,near_mint,en,USD,Creature — Human Knight,{4}{W},W,W,"Vigilance
When this creature enters, look at the top six cards of your library. You may reveal an artifact or enchantment card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. If you didn't put a card into your hand this way, put a +1/+1 counter on this creature.",legal,legal
Rosecot Knight,MH3,Modern Horizons 3,42,foil,common,1,94874,9ae7df20-1ccf-459b-b81c-ab8763c77ccf,0.05,False,False,near_mint,en,USD,Creature — Human Knight,{4}{W},W,W,"Vigilance
When this creature enters, look at the top six cards of your library. You may reveal an artifact or enchantment card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. If you didn't put a card into your hand this way, put a +1/+1 counter on this creature.",legal,legal
Roving Harper,CLB,Commander Legends: Battle for Baldur's Gate,40,normal,common,1,69283,c6b0ed9c-9a99-4a50-80a9-396420a8dcf9,0.05,False,False,near_mint,en,USD,Creature — Elf Scout,{2}{W},W,W,"When this creature enters, draw a card.",legal,legal
"Roxi, Publicist to the Stars",UNF,Unfinity,269,foil,uncommon,1,73146,6a29c058-aeff-4f77-954f-1e1a4ea92c83,0.08,False,False,near_mint,en,USD,Legendary Creature — Human Employee,{2}{U}{R},"R, U","R, U","Flying
Roxi's power is equal to the number of permanents you control with an art sticker plus the number of cards in your graveyard with an art sticker.
When Roxi enters, distribute up to two art stickers among one or two nonland permanents you own.",legal,not_legal
Royal Treatment,WOE,Wilds of Eldraine,183,normal,uncommon,1,85671,b6516b8f-ecfb-401e-ba8e-bf561aa2be64,0.25,False,False,near_mint,en,USD,Instant,{G},G,G,"Target creature you control gains hexproof until end of turn. Create a Royal Role token attached to that creature. (If you control another Role on it, put that one into the graveyard. Enchanted creature gets +1/+1 and has ward {1}.)",legal,not_legal
"Ruby, Daring Tracker",WOE,Wilds of Eldraine,212,normal,uncommon,1,85870,ffb5786b-6825-4ebf-a1e1-80011340adbb,0.12,False,False,near_mint,en,USD,Legendary Creature — Human Scout,{R}{G},"G, R","G, R","Haste (This creature can attack and {T} as soon as it comes under your control.)
Whenever Ruby attacks while you control a creature with power 4 or greater, Ruby gets +2/+2 until end of turn.
{T}: Add {R} or {G}.",legal,not_legal
Rug of Smothering,CLB,Commander Legends: Battle for Baldur's Gate,336,normal,uncommon,1,69203,a73d1cb0-d0dc-4f2a-9cf2-954d5889dd08,0.25,False,False,near_mint,en,USD,Artifact Creature — Construct,{3},,,"Flying
Whenever a player casts a spell, they lose 1 life for each spell they've cast this turn.",legal,not_legal
Ruin-Lurker Bat,LCI,The Lost Caverns of Ixalan,33,normal,uncommon,2,88934,d6bedf13-c2bc-4e5d-aba3-3c0d5495a9bb,0.19,False,False,near_mint,en,USD,Creature — Bat,{W},W,W,"Flying, lifelink
At the beginning of your end step, if you descended this turn, scry 1. (You descended if a permanent card was put into your graveyard from anywhere.)",legal,not_legal
Runaway Boulder,LCI,The Lost Caverns of Ixalan,259,normal,common,1,88241,06d47a3b-dc66-48d8-981b-dde0ccc34ad5,0.02,False,False,near_mint,en,USD,Artifact,{6},,,"Flash
When this artifact enters, it deals 6 damage to target creature an opponent controls.
Cycling {2} ({2}, Discard this card: Draw a card.)",legal,legal
Run Away Together,CLB,Commander Legends: Battle for Baldur's Gate,92,normal,common,1,69239,b43c6427-6d7d-4a90-b4b9-529895082d60,0.04,False,False,near_mint,en,USD,Instant,{1}{U},U,U,Choose two target creatures controlled by different players. Return those creatures to their owners' hands.,legal,legal
Rosemane Centaur,GRN,Guilds of Ravnica,197,normal,common,1,286,cee30585-f7b1-4ca4-8171-dc5a837f2b93,0.03,False,False,near_mint,en,USD,Creature — Centaur Soldier,{3}{G}{W},"G, W","G, W","Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Vigilance",legal,legal
Rush the Room,LTR,The Lord of the Rings: Tales of Middle-earth,598,normal,common,1,86346,02e9fa6c-f331-4817-9919-d154b1a96c7b,0.11,False,False,near_mint,en,USD,Instant,{R},R,R,"Target creature gets +1/+0 and gains first strike until end of turn. If it's a Goblin or Orc, it also gains haste until end of turn.",legal,legal
Rustler Rampage,OTJ,Outlaws of Thunder Junction,27,foil,uncommon,1,93115,33ed7ca3-894b-45f4-a15f-51b6bcd3f474,0.19,False,False,near_mint,en,USD,Instant,{W},W,W,"Spree (Choose one or more additional costs.)
+ {1} — Untap all creatures target player controls.
+ {1} — Target creature gains double strike until end of turn.",legal,not_legal
Rustler Rampage,OTJ,Outlaws of Thunder Junction,27,normal,uncommon,1,93115,33ed7ca3-894b-45f4-a15f-51b6bcd3f474,0.13,False,False,near_mint,en,USD,Instant,{W},W,W,"Spree (Choose one or more additional costs.)
+ {1} — Untap all creatures target player controls.
+ {1} — Target creature gains double strike until end of turn.",legal,not_legal
Ruthless Lawbringer,OTJ,Outlaws of Thunder Junction,229,foil,uncommon,2,93266,927b5498-23f1-47c0-b441-7daaeb54f9b8,0.23,False,False,near_mint,en,USD,Creature — Vampire Assassin,{1}{W}{B},"B, W","B, W","When this creature enters, you may sacrifice another creature. When you do, destroy target nonland permanent.",legal,not_legal
"Safana, Calimport Cutthroat",CLB,Commander Legends: Battle for Baldur's Gate,143,normal,uncommon,1,69356,e9367f66-6556-459c-a43d-5ba7a84b568d,0.03,False,False,near_mint,en,USD,Legendary Creature — Human Rogue,{2}{B},B,B,"Menace
At the beginning of your end step, if you have the initiative, create a Treasure token. Create three of those tokens instead if you've completed a dungeon.
Choose a Background (You can have a Background as a second commander.)",legal,not_legal
Sage of the Unknowable,MH3,Modern Horizons 3,68,normal,common,7,94876,9f481ab3-ca6c-4a5c-aa32-d087464fc4da,0.05,False,False,near_mint,en,USD,Creature — Human Wizard,{1}{U},U,U,{T}: Add {C}. Spend this mana only to cast a colorless spell or to activate an ability.,legal,legal
Samite Alchemist,HML,Homelands,13b,normal,common,1,39284,0545fc43-9c67-4ad4-b1d9-6b57b53321af,0.11,False,False,near_mint,en,USD,Creature — Human Cleric,{3}{W},W,W,"{W}{W}, {T}: Prevent the next 4 damage that would be dealt this turn to target creature you control. Tap that creature. It doesn't untap during your next untap step.",legal,legal
Sample Collector,MKM,Murders at Karlov Manor,175,foil,uncommon,2,90976,76f7480c-82cc-4ddd-b619-c1a609c29a13,0.04,False,False,near_mint,en,USD,Creature — Troll Detective,{2}{G},G,G,"Whenever this creature attacks, you may collect evidence 3. When you do, put a +1/+1 counter on target creature you control. (To collect evidence 3, exile cards with total mana value 3 or greater from your graveyard.)",legal,not_legal
Sanctum Spirit,2XM,Double Masters,30,normal,common,1,52168,86322472-52e5-4af4-8a41-1ccc3ff6fd92,0.1,False,False,near_mint,en,USD,Creature — Spirit,{3}{W},W,W,"Lifelink
Discard a historic card: This creature gains indestructible until end of turn. (Artifacts, legendaries, and Sagas are historic.)",legal,legal
